time/fs 	 energy/h 	 kin energy/h 	 thermostat/h 	 SumE/h 	 T/K 
9.50000000e+00	-1.06787671e+03	6.19550523e-02	-1.92405910e-02	-1067.895950591	326.0643029454712
1.00000000e+01	-1.06787884e+03	6.23609286e-02	-1.75736103e-02	-1067.8964136103	328.2003962571314
1.05000000e+01	-1.06788051e+03	5.88862587e-02	-1.24675468e-02	-1067.8929775468	309.91349669286274
1.10000000e+01	-1.06788124e+03	5.22875326e-02	-5.14807876e-03	-1067.8863880787599	275.1849483945573
1.15000000e+01	-1.06788115e+03	4.64105616e-02	6.53571590e-04	-1067.88049642841	244.25493733965988
1.20000000e+01	-1.06788068e+03	4.42594933e-02	2.35819077e-03	-1067.8783218092299	232.93404324322154
1.25000000e+01	-1.06788025e+03	4.76140474e-02	-1.40036600e-03	-1067.881650366	250.5887833120855
1.30000000e+01	-1.06788014e+03	5.89298168e-02	-1.28190172e-02	-1067.8929590172	310.14273936132753
1.35000000e+01	-1.06788037e+03	6.71071377e-02	-2.07493539e-02	-1067.9011193539002	353.17930119504155
1.40000000e+01	-1.06788085e+03	6.70235166e-02	-2.01963808e-02	-1067.9010463808	352.7392102795984
1.45000000e+01	-1.06788144e+03	6.24505196e-02	-1.50483930e-02	-1067.896488393	328.6719062612507
1.50000000e+01	-1.06788203e+03	5.68156913e-02	-8.83061879e-03	-1067.89086061879	299.0162721579943
1.55000000e+01	-1.06788257e+03	5.28656179e-02	-4.35660779e-03	-1067.88692660779	278.227363393657
1.60000000e+01	-1.06788297e+03	5.13153610e-02	-2.41479422e-03	-1067.8853847942198	270.0684898761713
1.65000000e+01	-1.06788313e+03	5.19836494e-02	-2.93881107e-03	-1067.88606881107	273.58563631093506
1.70000000e+01	-1.06788288e+03	5.54800722e-02	-6.69428094e-03	-1067.88957428094	291.98701958415444
1.75000000e+01	-1.06788198e+03	6.77613828e-02	-1.98379764e-02	-1067.9018179764	356.62253890637487
1.80000000e+01	-1.06788002e+03	7.88148701e-02	-3.28510135e-02	-1067.9128710135	414.79612601173386
1.85000000e+01	-1.06787717e+03	7.30643091e-02	-2.99066260e-02	-1067.907076626	384.53140030492636
1.90000000e+01	-1.06787445e+03	6.14158617e-02	-2.09307067e-02	-1067.8953807067	323.2265875273252
1.95000000e+01	-1.06787283e+03	5.38013248e-02	-1.49030276e-02	-1067.8877330276	283.15191121959384
2.00000000e+01	-1.06787275e+03	5.13222192e-02	-1.25238303e-02	-1067.8852738303	270.1045840140898
2.05000000e+01	-1.06787398e+03	5.27049891e-02	-1.27188253e-02	-1067.8866988253	277.38198733858803
2.10000000e+01	-1.06787582e+03	5.66532550e-02	-1.48826994e-02	-1067.8907026994	298.1613833803031
2.15000000e+01	-1.06787732e+03	6.10168065e-02	-1.77865437e-02	-1067.8951065437	321.1263930993598
2.20000000e+01	-1.06787769e+03	6.28720793e-02	-1.92876796e-02	-1067.8969776796	330.8905400066442
2.25000000e+01	-1.06787665e+03	6.01413238e-02	-1.75700691e-02	-1067.8942200691	316.5188002442357
2.30000000e+01	-1.06787464e+03	5.35692393e-02	-1.29726732e-02	-1067.8876126732	281.9304644776103
2.35000000e+01	-1.06787245e+03	4.72158981e-02	-8.76265020e-03	-1067.8812126502	248.49335656070292
2.40000000e+01	-1.06787081e+03	4.48364979e-02	-7.99622152e-03	-1067.8788062215199	235.97077060783278
2.45000000e+01	-1.06787011e+03	4.84424356e-02	-1.22948646e-02	-1067.8824048646002	254.94852171878287
2.50000000e+01	-1.06787043e+03	5.74339335e-02	-2.09720223e-02	-1067.8914020222999	302.2700295919861
2.55000000e+01	-1.06787155e+03	6.52721010e-02	-2.77157583e-02	-1067.8992657583	343.5216552040808
2.60000000e+01	-1.06787294e+03	6.75009598e-02	-2.85798096e-02	-1067.9015198096	355.25195425163525
2.65000000e+01	-1.06787409e+03	6.34746221e-02	-2.34270283e-02	-1067.8975170283	334.0616728002294
2.70000000e+01	-1.06787472e+03	5.62547344e-02	-1.55923023e-02	-1067.8903123023001	296.0640025078087
2.75000000e+01	-1.06787481e+03	5.09658029e-02	-1.02284885e-02	-1067.8850384885	268.22879458120923
2.80000000e+01	-1.06787439e+03	4.90290193e-02	-8.70856677e-03	-1067.88309856677	258.0356630923956
2.85000000e+01	-1.06787354e+03	4.98694197e-02	-1.03766725e-02	-1067.8839166725	262.4586207116421
2.90000000e+01	-1.06787236e+03	5.20911191e-02	-1.37682012e-02	-1067.8861282012	274.1512404306537
2.95000000e+01	-1.06787117e+03	5.38139944e-02	-1.66454176e-02	-1067.8878154176	283.2185902738313
3.00000000e+01	-1.06787047e+03	5.54358507e-02	-1.89307545e-02	-1067.8894007545	291.7542854964987
3.05000000e+01	-1.06787074e+03	5.76030851e-02	-2.08228284e-02	-1067.8915628284	303.160260436745
3.10000000e+01	-1.06787212e+03	6.00112617e-02	-2.18683961e-02	-1067.8939883961	315.83429419667766
3.15000000e+01	-1.06787431e+03	6.13726897e-02	-2.10774463e-02	-1067.8953874463	322.999376871145
3.20000000e+01	-1.06787667e+03	5.96273964e-02	-1.70127799e-02	-1067.8936827799	313.8140429528666
3.25000000e+01	-1.06787859e+03	5.31630481e-02	-8.65172992e-03	-1067.88724172992	279.79271387336166
3.30000000e+01	-1.06787986e+03	4.61956993e-02	-4.26293265e-04	-1067.880286293265	243.12413487112963
3.35000000e+01	-1.06788066e+03	4.43477882e-02	2.22237066e-03	-1067.87843762934	233.39873198051345
3.40000000e+01	-1.06788120e+03	4.69968862e-02	1.26199891e-04	-1067.881073800109	247.34071509145724
3.45000000e+01	-1.06788165e+03	5.16999804e-02	-4.10796999e-03	-1067.88575796999	272.0927098857525
3.50000000e+01	-1.06788216e+03	5.58564615e-02	-7.74011050e-03	-1067.8899001105	293.9679252598751
3.55000000e+01	-1.06788287e+03	5.87593282e-02	-9.92082907e-03	-1067.89279082907	309.2454719964326
3.60000000e+01	-1.06788389e+03	6.03617526e-02	-1.04969243e-02	-1067.8943869243	317.6788987406921
3.65000000e+01	-1.06788526e+03	6.03182559e-02	-9.09546643e-03	-1067.89435546643	317.449979215336
3.70000000e+01	-1.06788689e+03	5.82132218e-02	-5.36969143e-03	-1067.89225969143	306.37135929634434
3.75000000e+01	-1.06788865e+03	5.36625707e-02	9.22590575e-04	-1067.887727409425	282.42165989677596
3.80000000e+01	-1.06789036e+03	4.60634463e-02	1.02162854e-02	-1067.8801437146	242.4280982985409
3.85000000e+01	-1.06789190e+03	3.95821214e-02	1.82101405e-02	-1067.8736898595	208.3174227809347
3.90000000e+01	-1.06789326e+03	3.96839800e-02	1.94566380e-02	-1067.873803362	208.8534961466253
3.95000000e+01	-1.06789436e+03	4.50419478e-02	1.51948927e-02	-1067.8791651073	237.05203639563874
4.00000000e+01	-1.06789500e+03	5.19809296e-02	8.90286624e-03	-1067.88609713376	273.57132222906074
4.05000000e+01	-1.06789503e+03	5.64299336e-02	4.50150690e-03	-1067.8905284931	296.98606136990094
4.10000000e+01	-1.06789460e+03	5.85200631e-02	2.00625328e-03	-1067.8925937467202	307.9862396149811
4.15000000e+01	-1.06789408e+03	5.90948877e-02	9.40317886e-04	-1067.893139682114	311.0114938203579
4.20000000e+01	-1.06789386e+03	5.86517831e-02	1.17432667e-03	-1067.8926856733299	308.67947105276625
4.25000000e+01	-1.06789410e+03	5.73429408e-02	2.71341776e-03	-1067.8913865822399	301.7911425569956
4.30000000e+01	-1.06789468e+03	5.46289497e-02	5.98037814e-03	-1067.88869962186	287.50763244168394
4.35000000e+01	-1.06789529e+03	4.94182682e-02	1.17718722e-02	-1067.8835181278	260.0842477765989
4.40000000e+01	-1.06789566e+03	4.40863870e-02	1.74627548e-02	-1067.8781972452	232.02299914028612
4.45000000e+01	-1.06789566e+03	4.26402060e-02	1.88936622e-02	-1067.8767663377998	224.41186845453277
4.50000000e+01	-1.06789515e+03	4.62209961e-02	1.48017156e-02	-1067.8803482844	243.2572698319204
4.55000000e+01	-1.06789394e+03	5.37099773e-02	6.11628631e-03	-1067.8878237136898	282.67115690162336
4.60000000e+01	-1.06789191e+03	5.86906797e-02	-8.65622735e-04	-1067.8927756227351	308.88418063326236
4.65000000e+01	-1.06788928e+03	5.92886238e-02	-4.06765263e-03	-1067.8933476526302	312.03111085007146
4.70000000e+01	-1.06788648e+03	5.76522229e-02	-5.20093099e-03	-1067.8916809309899	303.41886860364144
4.75000000e+01	-1.06788397e+03	5.56955100e-02	-5.73470461e-03	-1067.88970470461	293.12085086146425
4.80000000e+01	-1.06788203e+03	5.48614249e-02	-6.82980025e-03	-1067.88885980025	288.73113014245354
4.85000000e+01	-1.06788071e+03	5.64984182e-02	-9.79747444e-03	-1067.8905074744398	297.34649014096175
4.90000000e+01	-1.06787976e+03	6.29962003e-02	-1.72723645e-02	-1067.8970323645	331.543778537538
4.95000000e+01	-1.06787863e+03	7.26002035e-02	-2.80246498e-02	-1067.9066546498	382.0888510157364
5.00000000e+01	-1.06787670e+03	7.36672980e-02	-3.10326206e-02	-1067.9077326206	387.7048808858209
5.05000000e+01	-1.06787379e+03	6.36463609e-02	-2.39302002e-02	-1067.8977202002002	334.96551986405785
5.10000000e+01	-1.06787037e+03	5.16236360e-02	-1.52949211e-02	-1067.8856649211	271.69091563902583
5.15000000e+01	-1.06786711e+03	4.49301558e-02	-1.18299157e-02	-1067.8789399157	236.46368436942504
5.20000000e+01	-1.06786452e+03	4.39589431e-02	-1.34063851e-02	-1067.8779263851002	231.35227246222712
5.25000000e+01	-1.06786305e+03	4.86046832e-02	-1.95047340e-02	-1067.882554734	255.80241738402103
5.30000000e+01	-1.06786294e+03	5.56313995e-02	-2.66329346e-02	-1067.8895729346	292.7834426160033
5.35000000e+01	-1.06786418e+03	6.05256060e-02	-3.03174642e-02	-1067.8944974642	318.54124559817745
5.40000000e+01	-1.06786633e+03	6.29786911e-02	-3.06463954e-02	-1067.8969763954	331.4516290697998
5.45000000e+01	-1.06786884e+03	6.24798627e-02	-2.76700075e-02	-1067.8965100075002	328.82633656342256
5.50000000e+01	-1.06787121e+03	5.89196148e-02	-2.17674461e-02	-1067.8929774461	310.0890470812768
5.55000000e+01	-1.06787317e+03	5.44602409e-02	-1.53614841e-02	-1067.8885314841	286.6197320166081
5.60000000e+01	-1.06787470e+03	5.15695078e-02	-1.09462065e-02	-1067.8856462065	271.40604341073305
5.65000000e+01	-1.06787589e+03	5.09332238e-02	-9.12318655e-03	-1067.88501318655	268.0573334793664
5.70000000e+01	-1.06787684e+03	5.25945237e-02	-9.82348337e-03	-1067.8866634833698	276.8006170981727
5.75000000e+01	-1.06787767e+03	5.72862480e-02	-1.36781600e-02	-1067.89134816	301.49277305155937
5.80000000e+01	-1.06787843e+03	7.06518759e-02	-2.62739712e-02	-1067.9047039712	371.8349644121506
5.85000000e+01	-1.06787891e+03	8.78785675e-02	-4.30164836e-02	-1067.9219264836	462.49761386665864
5.90000000e+01	-1.06787878e+03	8.24722757e-02	-3.77444319e-02	-1067.9165244319	434.0447484126686
5.95000000e+01	-1.06787816e+03	7.01483590e-02	-2.60792236e-02	-1067.9042392236	369.18499671904345
6.00000000e+01	-1.06787729e+03	6.16635098e-02	-1.84657317e-02	-1067.8957557316999	324.5299389426588
6.05000000e+01	-1.06787631e+03	5.43504286e-02	-1.21023066e-02	-1067.8884123066	286.0417989873378
6.10000000e+01	-1.06787528e+03	4.98038362e-02	-8.59713945e-03	-1067.88387713945	262.1134601893222
6.15000000e+01	-1.06787418e+03	4.85744291e-02	-8.46146245e-03	-1067.88264146245	255.6431925643893
6.20000000e+01	-1.06787298e+03	5.09166106e-02	-1.19981735e-02	-1067.8849781735	267.969899585332
6.25000000e+01	-1.06787159e+03	5.68756955e-02	-1.93361496e-02	-1067.8909261495999	299.3320692870494
6.30000000e+01	-1.06786994e+03	6.26358212e-02	-2.67314926e-02	-1067.8966714926	329.6471332168525
6.35000000e+01	-1.06786814e+03	6.37780510e-02	-2.96467637e-02	-1067.8977867637	335.6585939406222
6.40000000e+01	-1.06786655e+03	6.10138127e-02	-2.84552324e-02	-1067.8950052323999	321.11063697820555
6.45000000e+01	-1.06786557e+03	5.69877437e-02	-2.53877088e-02	-1067.8909577088	299.92176967261906
6.50000000e+01	-1.06786553e+03	5.38947910e-02	-2.23369963e-02	-1067.8878669963	283.6438160799818
6.55000000e+01	-1.06786649e+03	5.26620206e-02	-2.01548367e-02	-1067.8866448367	277.15584768603355
6.60000000e+01	-1.06786828e+03	5.30677339e-02	-1.87970207e-02	-1067.8870770207	279.2910831422097
6.65000000e+01	-1.06787049e+03	5.45063595e-02	-1.80620516e-02	-1067.8885520516	286.8624503842564
6.70000000e+01	-1.06787262e+03	5.64468329e-02	-1.79027038e-02	-1067.8905227038001	297.075000984512
6.75000000e+01	-1.06787424e+03	5.79606595e-02	-1.78126854e-02	-1067.8920526854001	305.042144853896
6.80000000e+01	-1.06787513e+03	5.79234823e-02	-1.68716665e-02	-1067.8920016665	304.8464843330273
6.85000000e+01	-1.06787542e+03	5.57740673e-02	-1.44180779e-02	-1067.8898380779	293.5342914173974
6.90000000e+01	-1.06787546e+03	5.21694950e-02	-1.07518939e-02	-1067.8862118939	274.5637262934285
6.95000000e+01	-1.06787569e+03	4.90477576e-02	-7.37971115e-03	-1067.88306971115	258.1342812115169
7.00000000e+01	-1.06787644e+03	4.84939637e-02	-6.07870197e-03	-1067.88251870197	255.21970983637573
7.05000000e+01	-1.06787778e+03	5.21588483e-02	-8.41286227e-03	-1067.88619286227	274.50769359415216
7.10000000e+01	-1.06787956e+03	6.06246675e-02	-1.51164373e-02	-1067.8946764373002	319.0625980585035
7.15000000e+01	-1.06788135e+03	6.91547491e-02	-2.18835040e-02	-1067.9032335040001	363.95571020542013
7.20000000e+01	-1.06788253e+03	7.04279156e-02	-2.19895690e-02	-1067.904519569	370.6562799240261
7.25000000e+01	-1.06788278e+03	6.24419519e-02	-1.37591018e-02	-1067.8965391017998	328.6268151665839
7.30000000e+01	-1.06788228e+03	5.28154302e-02	-4.63296095e-03	-1067.88691296095	277.9632296901182
7.35000000e+01	-1.06788139e+03	4.83103274e-02	-1.00239244e-03	-1067.88239239244	254.25324721658734
7.40000000e+01	-1.06788037e+03	4.79751759e-02	-1.68559821e-03	-1067.8820555982102	252.48937266283073
7.45000000e+01	-1.06787929e+03	5.08750631e-02	-5.65780885e-03	-1067.88494780885	267.75123853794827
7.50000000e+01	-1.06787812e+03	5.59431935e-02	-1.19023428e-02	-1067.8900223428002	294.42438858406246
7.55000000e+01	-1.06787676e+03	6.07431060e-02	-1.80604856e-02	-1067.8948204856001	319.68593006308976
7.60000000e+01	-1.06787516e+03	6.31397534e-02	-2.20249458e-02	-1067.8971849458	332.29928659942306
7.65000000e+01	-1.06787338e+03	6.20477055e-02	-2.27081829e-02	-1067.8960881829	326.55192905427305
7.70000000e+01	-1.06787158e+03	5.77719767e-02	-2.02242633e-02	-1067.8918042633	304.04912292306307
7.75000000e+01	-1.06786997e+03	5.16129099e-02	-1.56722535e-02	-1067.8856422535	271.6344650641334
7.80000000e+01	-1.06786872e+03	4.59495904e-02	-1.12693592e-02	-1067.8799893592	241.8288841377657
7.85000000e+01	-1.06786787e+03	4.34538633e-02	-9.62395230e-03	-1067.8774939523	228.69407935601552
7.90000000e+01	-1.06786738e+03	4.69929982e-02	-1.36624077e-02	-1067.8810424076999	247.32025286984998
7.95000000e+01	-1.06786705e+03	5.76958457e-02	-2.46849731e-02	-1067.8917349731	303.64845178284133
8.00000000e+01	-1.06786664e+03	6.48355464e-02	-3.22223506e-02	-1067.8988623506	341.22410454336347
8.05000000e+01	-1.06786608e+03	6.51746454e-02	-3.31116256e-02	-1067.8991916256	343.00875446229355
8.10000000e+01	-1.06786556e+03	6.09722325e-02	-2.94158871e-02	-1067.8949758871	320.89180383343336
8.15000000e+01	-1.06786539e+03	5.51630949e-02	-2.37626755e-02	-1067.8891526754999	290.31879433799423
8.20000000e+01	-1.06786583e+03	5.10523032e-02	-1.92093633e-02	-1067.8850393633	268.68403848750927
8.25000000e+01	-1.06786700e+03	5.01630196e-02	-1.71639737e-02	-1067.8841639737	264.003812640055
8.30000000e+01	-1.06786886e+03	5.27014461e-02	-1.78552569e-02	-1067.8867152569	277.36334082337333
8.35000000e+01	-1.06787127e+03	6.01080761e-02	-2.28619122e-02	-1067.8941319122	316.34382035603306
8.40000000e+01	-1.06787395e+03	7.62509210e-02	-3.63464455e-02	-1067.9102964454999	401.302274500948
8.45000000e+01	-1.06787632e+03	8.48038692e-02	-4.25427576e-02	-1067.9188627576	446.31573166756755
8.50000000e+01	-1.06787774e+03	7.39885276e-02	-3.03105580e-02	-1067.908050558	389.39548563428065
8.55000000e+01	-1.06787836e+03	6.07932375e-02	-1.64926908e-02	-1067.8948526908	319.9497679906886
8.60000000e+01	-1.06787872e+03	5.43170945e-02	-9.65585690e-03	-1067.8883758569	285.8663643830995
8.65000000e+01	-1.06787915e+03	5.16470048e-02	-6.54561298e-03	-1067.88569561298	271.81390369568624
8.70000000e+01	-1.06787984e+03	5.18665231e-02	-6.06916985e-03	-1067.88590916985	272.9692103061412
8.75000000e+01	-1.06788083e+03	5.46379239e-02	-7.86055926e-03	-1067.88869055926	287.55486291214385
8.80000000e+01	-1.06788198e+03	5.96425906e-02	-1.17263128e-02	-1067.8937063128	313.8940087675644
8.85000000e+01	-1.06788304e+03	6.58502444e-02	-1.68881093e-02	-1067.8999281093	346.5643759786628
8.90000000e+01	-1.06788369e+03	6.99970576e-02	-2.03856312e-02	-1067.9040756312	368.388709996747
8.95000000e+01	-1.06788375e+03	6.62393119e-02	-1.65632610e-02	-1067.900313261	348.6120059697077
9.00000000e+01	-1.06788341e+03	5.49618955e-02	-5.61281029e-03	-1067.8890228102898	289.2598985792371
9.05000000e+01	-1.06788308e+03	4.76821311e-02	1.34628050e-03	-1067.8817337195	250.94710217968895
9.10000000e+01	-1.06788306e+03	4.62895148e-02	2.71443506e-03	-1067.88034556494	243.6178780684537
9.15000000e+01	-1.06788341e+03	4.95611701e-02	-2.02794192e-04	-1067.883612794192	260.8363286268815
9.20000000e+01	-1.06788407e+03	5.66569980e-02	-6.65471895e-03	-1067.89072471895	298.1810824789337
9.25000000e+01	-1.06788475e+03	6.35821614e-02	-1.29002404e-02	-1067.8976502404	334.62764321897674
9.30000000e+01	-1.06788517e+03	6.56720604e-02	-1.45747145e-02	-1067.8997447145	345.62660836167
9.35000000e+01	-1.06788519e+03	6.29109965e-02	-1.17910920e-02	-1067.896981092	331.0953580032322
9.40000000e+01	-1.06788495e+03	5.90917935e-02	-8.20521986e-03	-1067.8931552198599	310.9952093023288
9.45000000e+01	-1.06788469e+03	5.65888712e-02	-5.95021421e-03	-1067.8906402142102	297.82253677960415
9.50000000e+01	-1.06788466e+03	5.54123093e-02	-4.79280603e-03	-1067.88945280603	291.63038906035024
9.55000000e+01	-1.06788501e+03	5.54057404e-02	-4.43401572e-03	-1067.88944401572	291.5958174843431
9.60000000e+01	-1.06788575e+03	5.63474700e-02	-4.65141642e-03	-1067.89040141642	296.552062280978
9.65000000e+01	-1.06788671e+03	5.77536305e-02	-5.10720000e-03	-1067.8918172	303.95256839372894
9.70000000e+01	-1.06788767e+03	5.88463938e-02	-5.24767881e-03	-1067.8929176788101	309.703691029758
9.75000000e+01	-1.06788838e+03	5.80912792e-02	-3.79158712e-03	-1067.8921715871202	305.72958550401785
9.80000000e+01	-1.06788870e+03	5.48860481e-02	-2.76966354e-04	-1067.888976966354	288.8607200022992
9.85000000e+01	-1.06788868e+03	5.11547609e-02	3.43602922e-03	-1067.88524397078	269.22326486682255
9.90000000e+01	-1.06788846e+03	4.88232072e-02	5.55295661e-03	-1067.8829070433899	256.95249107602336
9.95000000e+01	-1.06788819e+03	4.95034607e-02	4.61339812e-03	-1067.88357660188	260.53260883994164
1.00000000e+02	-1.06788796e+03	5.56763123e-02	-1.78292830e-03	-1067.8897429283	293.0198149582365
1.00500000e+02	-1.06788772e+03	6.59611764e-02	-1.23016706e-02	-1067.9000216706	347.14820189618763
1.01000000e+02	-1.06788735e+03	7.03871655e-02	-1.70935566e-02	-1067.9044435566	370.44181552672205
1.01500000e+02	-1.06788682e+03	6.64536201e-02	-1.36974651e-02	-1067.9005174651	349.73989225588394
1.02000000e+02	-1.06788622e+03	5.89060390e-02	-6.75005072e-03	-1067.8929700507201	310.0175987715814
1.02500000e+02	-1.06788566e+03	5.40985217e-02	-2.50124081e-03	-1067.88816124081	284.7160338607437
1.03000000e+02	-1.06788514e+03	5.28312156e-02	-1.76554529e-03	-1067.8869055452901	278.04630694139377
1.03500000e+02	-1.06788457e+03	5.32298890e-02	-2.73983769e-03	-1067.8873098376898	280.14449198761804
1.04000000e+02	-1.06788386e+03	5.47158423e-02	-4.93921901e-03	-1067.88879921901	287.9649409903545
1.04500000e+02	-1.06788296e+03	5.70087512e-02	-8.12086326e-03	-1067.89108086326	300.0323304031783
1.05000000e+02	-1.06788192e+03	5.95826190e-02	-1.17197972e-02	-1067.8936397972	313.5783832096061
1.05500000e+02	-1.06788087e+03	6.17024539e-02	-1.48754412e-02	-1067.8957454412	324.7348985117162
1.06000000e+02	-1.06788000e+03	6.26956578e-02	-1.67262565e-02	-1067.8967262565002	329.962048281005
1.06500000e+02	-1.06787950e+03	6.13525468e-02	-1.58904986e-02	-1067.8953904986	322.89336645869315
1.07000000e+02	-1.06787955e+03	5.60130909e-02	-1.04906418e-02	-1067.8900406418002	294.792252804374
1.07500000e+02	-1.06788021e+03	5.06132460e-02	-4.43228245e-03	-1067.88464228245	266.37331685050736
1.08000000e+02	-1.06788141e+03	4.85153641e-02	-1.15337995e-03	-1067.88256337995	255.33233836705577
1.08500000e+02	-1.06788297e+03	5.00923430e-02	-1.18981189e-03	-1067.88415981189	263.63184755475464
1.09000000e+02	-1.06788461e+03	5.55088014e-02	-4.98522082e-03	-1067.88959522082	292.1382189815308
1.09500000e+02	-1.06788597e+03	6.46664808e-02	-1.27927962e-02	-1067.8987627962001	340.33432630947345
1.10000000e+02	-1.06788665e+03	7.23518208e-02	-1.97943972e-02	-1067.9064443972	380.7816334615158
1.10500000e+02	-1.06788645e+03	7.08251476e-02	-1.84560624e-02	-1067.9049060624	372.74687900157113
1.11000000e+02	-1.06788570e+03	5.79511876e-02	-6.29276220e-03	-1067.8919927622	304.99229502960543
1.11500000e+02	-1.06788512e+03	4.80973774e-02	2.99735065e-03	-1067.8821226493499	253.1325090243893
1.12000000e+02	-1.06788515e+03	4.72098903e-02	3.91367008e-03	-1067.88123632992	248.46173800746934
1.12500000e+02	-1.06788591e+03	5.06185425e-02	1.26004675e-03	-1067.88464995325	266.40119189082196
1.13000000e+02	-1.06788722e+03	5.67788772e-02	-3.61568883e-03	-1067.89083568883	298.8225226023174
1.13500000e+02	-1.06788859e+03	6.29278696e-02	-8.42666101e-03	-1067.89701666101	331.18415972941574
1.14000000e+02	-1.06788937e+03	6.53335048e-02	-1.00771763e-02	-1067.8994471763	343.8448183118811
1.14500000e+02	-1.06788909e+03	6.17504212e-02	-6.79004199e-03	-1067.8958800419898	324.98734643417043
1.15000000e+02	-1.06788774e+03	5.29253540e-02	6.97036161e-04	-1067.887042963839	278.541749534643
1.15500000e+02	-1.06788580e+03	4.39955717e-02	7.71440524e-03	-1067.87808559476	231.54504574678566
1.16000000e+02	-1.06788383e+03	3.97797697e-02	9.97511483e-03	-1067.87385488517	209.35762939484883
1.16500000e+02	-1.06788215e+03	4.27013151e-02	5.38805010e-03	-1067.8767619499	224.73348058066964
1.17000000e+02	-1.06788085e+03	5.38851984e-02	-7.06763673e-03	-1067.88791763673	283.5933310215997
1.17500000e+02	-1.06787996e+03	5.92940325e-02	-1.33693259e-02	-1067.8933293259	312.0595763896824
1.18000000e+02	-1.06787944e+03	6.06083177e-02	-1.52022112e-02	-1067.8946422111999	318.97655041682793
1.18500000e+02	-1.06787917e+03	5.98364327e-02	-1.47107402e-02	-1067.8938807401998	314.91418366648844
1.19000000e+02	-1.06787898e+03	5.74739684e-02	-1.25552337e-02	-1067.8915352336999	302.48072995099443
1.19500000e+02	-1.06787872e+03	5.41091293e-02	-9.45906626e-03	-1067.88817906626	284.77186077996214
1.20000000e+02	-1.06787834e+03	5.04859444e-02	-6.21634328e-03	-1067.8845563432799	265.70333908554886
1.20500000e+02	-1.06787789e+03	4.76416748e-02	-3.81860550e-03	-1067.8817086055	250.73418402742305
1.21000000e+02	-1.06787748e+03	4.75955474e-02	-4.17958496e-03	-1067.88165958496	250.49141934610446
1.21500000e+02	-1.06787720e+03	5.30376232e-02	-9.88920829e-03	-1067.8870892082898	279.13261302488723
1.22000000e+02	-1.06787710e+03	6.21468814e-02	-1.90801471e-02	-1067.8961801471	327.07388359231305
1.22500000e+02	-1.06787723e+03	6.76157094e-02	-2.44076788e-02	-1067.9016376788	355.85587188140494
1.23000000e+02	-1.06787765e+03	6.66706288e-02	-2.30352800e-02	-1067.9006852799998	350.88199104963485
1.23500000e+02	-1.06787844e+03	6.07536370e-02	-1.63384337e-02	-1067.8947784337	319.74135384285984
1.24000000e+02	-1.06787957e+03	5.46288720e-02	-9.10364714e-03	-1067.88867364714	287.5072235130269
1.24500000e+02	-1.06788091e+03	5.24831954e-02	-5.64666667e-03	-1067.88655666667	276.21470548660903
1.25000000e+02	-1.06788220e+03	5.35049152e-02	-5.40064293e-03	-1067.88760064293	281.59193207306106
1.25500000e+02	-1.06788311e+03	5.53015176e-02	-6.29831390e-03	-1067.8894083139	291.0473015300918
1.26000000e+02	-1.06788337e+03	5.67137190e-02	-7.45221133e-03	-1067.89082221133	298.4796003986317
1.26500000e+02	-1.06788288e+03	5.73002607e-02	-8.52449218e-03	-1067.8914044921798	301.5665207297271
1.27000000e+02	-1.06788172e+03	5.70814078e-02	-9.44403687e-03	-1067.8911640368701	300.4147160642972
1.27500000e+02	-1.06788015e+03	5.65427348e-02	-1.04586263e-02	-1067.8906086263	297.5797247320318
1.28000000e+02	-1.06787845e+03	5.64792913e-02	-1.20769513e-02	-1067.8905269513	297.2458268522633
1.28500000e+02	-1.06787687e+03	5.74594715e-02	-1.46208927e-02	-1067.8914908927	302.40443396837657
1.29000000e+02	-1.06787554e+03	5.91053134e-02	-1.75921811e-02	-1067.8931321811	311.0663634149594
1.29500000e+02	-1.06787449e+03	6.04562214e-02	-2.00003486e-02	-1067.8944903486	318.1760802017446
1.30000000e+02	-1.06787363e+03	6.05806031e-02	-2.09878768e-02	-1067.8946178768	318.830690775121
1.30500000e+02	-1.06787288e+03	5.87237552e-02	-1.98889440e-02	-1067.892768944	309.05825424714374
1.31000000e+02	-1.06787219e+03	5.45559727e-02	-1.64042510e-02	-1067.888594251	287.12356054193265
1.31500000e+02	-1.06787166e+03	4.94172212e-02	-1.17971258e-02	-1067.8834571258	260.0787375024161
1.32000000e+02	-1.06787141e+03	4.62643742e-02	-8.88559691e-03	-1067.88029559691	243.48556517531082
1.32500000e+02	-1.06787159e+03	4.73208928e-02	-9.76405237e-03	-1067.88135405237	249.04593496064834
1.33000000e+02	-1.06787226e+03	5.41208543e-02	-1.58842246e-02	-1067.8881442246002	284.8335684827258
1.33500000e+02	-1.06787345e+03	6.40213982e-02	-2.45958027e-02	-1067.8980458027002	336.9393100758861
1.34000000e+02	-1.06787506e+03	6.96846256e-02	-2.86420936e-02	-1067.9037020936	366.7444062875908
1.34500000e+02	-1.06787700e+03	6.78977918e-02	-2.49111744e-02	-1067.9019111743999	357.3404481623483
1.35000000e+02	-1.06787924e+03	6.07519487e-02	-1.55340308e-02	-1067.8947740308	319.73246845995357
1.35500000e+02	-1.06788175e+03	5.53238303e-02	-7.61710538e-03	-1067.88936710538	291.164731420024
