r(Å)	g(r)
11.38	-0.025665912456143913
11.39	-0.028501011904622064
11.4	-0.031179918481148095
11.41	-0.03369193127720904
11.42	-0.036025796405024235
11.43	-0.03816746760276324
11.44	-0.04010495180843032
11.45	-0.04181887746579083
11.46	-0.04329170585996789
11.47	-0.0445380584385171
11.48	-0.0455562939802886
11.49	-0.04634688971778311
11.5	-0.04691208031049354
11.51	-0.04722948693584039
11.52	-0.047329489262312285
11.53	-0.047221190569147864
11.54	-0.0469116758750735
11.55	-0.046408122433226784
11.56	-0.045705783010392076
11.57	-0.04481158304111643
11.58	-0.04374430315124256
11.59	-0.042509044879761704
11.6	-0.041110310875912104
11.61	-0.03955038122587817
11.62	-0.03781423509588777
11.63	-0.035924822611578144
11.64	-0.03388531858254651
11.65	-0.0316991184487565
11.66	-0.029370415648319326
11.67	-0.02689345077768268
11.68	-0.02428188223760852
11.69	-0.02155266731296368
11.7	-0.01871809462795304
11.71	-0.0157929445531948
11.72	-0.012793707602078097
11.73	-0.009739830341902733
11.74	-0.006663145497453393
11.75	-0.0035900735954754737
11.76	-0.0005490255853695114
11.77	0.002430041027194685
11.78	0.005303413243439081
11.79	0.008042649527085555
11.8	0.0106199304833694
11.81	0.013006320480362321
11.82	0.015174921451318157
11.83	0.017089464215490402
11.84	0.018717333152427962
11.85	0.020065400390220978
11.86	0.021124367725063875
11.87	0.021890194639271998
11.88	0.02236475729821019
11.89	0.022521115498040922
11.9	0.022408237407705034
11.91	0.02204820328627144
11.92	0.02146539522977453
11.93	0.020688296245447546
11.94	0.019739646392555654
11.95	0.018660166549751445
11.96	0.01749641776012756
11.97	0.016283989403742094
11.98	0.01505823945135365
11.99	0.013852720717878242
12.0	0.01270728015166056
12.01	0.01164445129249203
12.02	0.01068534630267548
12.03	0.009846186607257668
12.04	0.009137875155240893
12.05	0.008577770017929032
12.06	0.008158681677298718
12.07	0.007867746006735343
12.08	0.007693146241916082
12.09	0.007619088942226737
12.1	0.007628383931005622
12.11	0.0076998886715682335
12.12	0.00780195946919382
12.13	0.007910839655135726
12.14	0.008003295188188098
12.15	0.008057611487635397
12.16	0.008046600050456876
12.17	0.007958121858846035
12.18	0.007783399497574672
12.19	0.007516671463753344
12.2	0.0071571695854972806
12.21	0.006705011822809803
12.22	0.006169365456025311
12.23	0.005573041518225574
12.24	0.004935581211404916
12.25	0.004280094961596426
12.26	0.0036323678442504725
12.27	0.0030279930060084226
12.28	0.0024944305603276096
12.29	0.0020595999091133077
12.3	0.0017500139183475039
12.31	0.00158979863174058
12.32	0.001613291611401113
12.33	0.001837218573776278
12.34	0.0022608740395873017
12.35	0.002888687238322696
12.36	0.0037192901072755635
12.37	0.004747939254341915
12.38	0.0059777500005755435
12.39	0.007364478679331654
12.4	0.008882187312390766
12.41	0.010500457265963936
12.42	0.012184841629488519
12.43	0.01389742390860027
12.44	0.015591303029395487
12.45	0.017225361421334462
12.46	0.01875980410859257
12.47	0.020156261556756094
12.48	0.02137151629990197
12.49	0.022355254838862804
12.5	0.02309821507112919
12.51	0.02357812021954353
12.52	0.02377815056677912
12.53	0.023687244575121946
12.54	0.02326641400116025
12.55	0.022544709830401688
12.56	0.021536702294622456
12.57	0.02025562778112011
12.58	0.01871961197374472
12.59	0.016939545990723337
12.6	0.014941057056162332
12.61	0.012771936505777903
12.62	0.01046336708256046
12.63	0.008047607342460017
12.64	0.005556920446287084
12.65	0.0030210154797678523
12.66	0.00047952116409222256
12.67	-0.0020393418137509833
12.68	-0.0045098880468110725
12.69	-0.00690938251833173
12.7	-0.009210308887377838
12.71	-0.011395816347392396
12.72	-0.013459338424447465
12.73	-0.015392401159168179
12.74	-0.017189722351579118
12.75	-0.01884647111379678
12.76	-0.020350204984415643
12.77	-0.021719880042860518
12.78	-0.02296058385382127
12.79	-0.024078747249547727
12.8	-0.025081821944418548
12.81	-0.02596857190341262
12.82	-0.02675442818910756
12.83	-0.02745142058626804
12.84	-0.02806710900339371
12.85	-0.02860833714192934
12.86	-0.029078686940340437
12.87	-0.029480209777435595
12.88	-0.02982285605658752
12.89	-0.030109273808835324
12.9	-0.030341109684854373
12.91	-0.03051921131453661
12.92	-0.030637513557173146
12.93	-0.030700608869750456
12.94	-0.030708677366278803
12.95	-0.03066080512849334
12.96	-0.03055624756233699
12.97	-0.030391226143717587
12.98	-0.030164997502237445
12.99	-0.029882862914349717
13.0	-0.02954671503302686
13.01	-0.02915946694098548
13.02	-0.0287249964413554
13.03	-0.028243764231212998
13.04	-0.027728516180524743
13.05	-0.027187060632817617
13.06	-0.026628276620967783
13.07	-0.02606207881572198
13.08	-0.025500537423474023
13.09	-0.024957231183194817
13.1	-0.024444307570739343
13.11	-0.02397458680903719
13.12	-0.023561082350479823
13.13	-0.023218615824093236
13.14	-0.02296919748249593
13.15	-0.022816725067893007
13.16	-0.02277240601449715
13.17	-0.022846377829595976
13.18	-0.023047465040424875
13.19	-0.02339701655453097
13.2	-0.02389224256102851
13.21	-0.02453122437537414
13.22	-0.025314667319403572
13.23	-0.026240951441789284
13.24	-0.027311739549979897
13.25	-0.028525880220188538
13.26	-0.029860704416255546
13.27	-0.0313040894761587
13.28	-0.03284167446380515
13.29	-0.0344570309529596
13.3	-0.03613676110982633
13.31	-0.03785187301336057
13.32	-0.03958001257933097
13.33	-0.04129889280854904
13.34	-0.04298599024577743
13.35	-0.04461420197001942
13.36	-0.04615731377440735
13.37	-0.047598873376765605
13.38	-0.04891995782768299
13.39	-0.05010401725029556
13.4	-0.051135758902881134
13.41	-0.05198213498333015
13.42	-0.05265531795393974
13.43	-0.05315077446461991
13.44	-0.05346719568232938
13.45	-0.053606585573756194
13.46	-0.05356062204624734
13.47	-0.05334453612782952
13.48	-0.05297871607896776
13.49	-0.052476891531823666
13.5	-0.05185444971636022
13.51	-0.05112623318831888
13.52	-0.05030514533529451
13.53	-0.049419700670909394
13.54	-0.04848717391319379
13.55	-0.04752379349323255
13.56	-0.046544148675116026
13.57	-0.04556169251085451
13.58	-0.04458824947445772
13.59	-0.04363124282366049
13.6	-0.04269499991053949
13.61	-0.04178165537379486
13.62	-0.04089125820656525
13.63	-0.04002078995177605
13.64	-0.039162791724211554
13.65	-0.03830992530265653
13.66	-0.03745418286218716
13.67	-0.03658679076731142
13.68	-0.03569574777309381
13.69	-0.034774722587092244
13.7	-0.03381793398423116
13.71	-0.03282127019815484
13.72	-0.03178305937953618
13.73	-0.03070198816520009
13.74	-0.02958351960713279
13.75	-0.028438946559854017
13.76	-0.027280028910491416
13.77	-0.026121594137485826
13.78	-0.024981651451682074
13.79	-0.02388772242989501
13.8	-0.02285953824827125
13.81	-0.021920537573270504
13.82	-0.021094445471721235
13.83	-0.02040451858694592
13.84	-0.01988808550823018
13.85	-0.01956163612760875
13.86	-0.019433215451923447
13.87	-0.01951488048084249
13.88	-0.019814281120507093
13.89	-0.020340559910625
13.9	-0.021107034208856623
13.91	-0.022080677927148074
13.92	-0.02324659972247245
13.93	-0.024584781116169463
13.94	-0.026070405436027233
13.95	-0.027683798789053915
13.96	-0.02937797114963192
13.97	-0.031113573794348093
13.98	-0.032853069399474966
13.99	-0.03455834353725751
14.0	-0.03618642965973973
14.01	-0.0376917789417619
14.02	-0.03904813419323716
14.03	-0.04022630439033559
14.04	-0.04120160026190034
14.05	-0.04195420222000068
14.06	-0.04243902432401503
14.07	-0.042675712599620996
14.08	-0.04266537110105462
14.09	-0.042413025079471645
14.1	-0.04192913743596938
14.11	-0.041215539253601774
14.12	-0.04029678826502714
14.13	-0.039211212112726046
14.14	-0.03798548942863089
14.15	-0.03664793900285923
14.16	-0.03522656152939285
14.17	-0.03374754648298672
14.18	-0.032247014802647245
14.19	-0.03074921006571063
14.2	-0.02927539186772732
14.21	-0.027843286370956788
14.22	-0.02647247427234667
14.23	-0.02517092454420622
14.24	-0.02394039562304129
14.25	-0.02278128386941214
14.26	-0.02169040585030646
14.27	-0.020663205356026504
14.28	-0.019693051782663007
14.29	-0.018763027271628152
14.3	-0.01786161808062814
14.31	-0.01697742747610964
14.32	-0.01609990049477661
14.33	-0.015219104548416906
14.34	-0.014328501627959733
14.35	-0.013425199622594919
14.36	-0.012509883275780842
14.37	-0.011586520188964
14.38	-0.010663474826628105
14.39	-0.00975443043683244
14.4	-0.0088744370849827
14.41	-0.008041123577677611
14.42	-0.007273846797753336
14.43	-0.006593031496408663
14.44	-0.006035670213475397
14.45	-0.005610093912422398
14.46	-0.005333564063376928
14.47	-0.005220591577411282
14.48	-0.005282480617876617
14.49	-0.005539439157531412
14.5	-0.005991157487006182
14.51	-0.006621340263491149
14.52	-0.00741958852542135
14.53	-0.00837005575368499
14.54	-0.009453507169630893
14.55	-0.010651131636069566
14.56	-0.011916659912809546
14.57	-0.013216260533794655
14.58	-0.014513882392346966
14.59	-0.015772556439150875
14.6	-0.016945180122409864
14.61	-0.017995256876380594
14.62	-0.01889395411862904
14.63	-0.01961301588835629
14.64	-0.020128878614086743
14.65	-0.020415161698257966
14.66	-0.020444342211452415
14.67	-0.020235195188662125
14.68	-0.019791028996379856
14.69	-0.019121753019411214
14.7	-0.018243460711815596
14.71	-0.017159769823377635
14.72	-0.015918906608561878
14.73	-0.014556716100409206
14.74	-0.013107729188608364
14.75	-0.011607955762552358
14.76	-0.010095053305050339
14.77	-0.00861059489886462
14.78	-0.0071881026473306076
14.79	-0.005856722296905481
14.8	-0.00464169363971445
14.81	-0.0035630888326732
14.82	-0.00265694195683297
14.83	-0.0019119924744670502
14.84	-0.0013294604767464246
14.85	-0.000905113771930699
14.86	-0.0006297400087806881
14.87	-0.0004982328772604738
14.88	-0.00048719181221579255
14.89	-0.0005678447525230279
14.9	-0.0007176516950608836
14.91	-0.0009135904041521759
14.92	-0.0011335138868375783
14.93	-0.0013547925106507375
14.94	-0.0015581069424743799
14.95	-0.0017305041910686825
14.96	-0.0018630324570592105
14.97	-0.0019516286559884133
14.98	-0.001993410929510775
14.99	-0.0019984605801499633
15.0	-0.001980068739421359
15.01	-0.001953917037840869
15.02	-0.0019390573241451214
15.03	-0.001959336118819044
15.04	-0.002044813384960875
15.05	-0.002215164066787567
15.06	-0.002492966017234366
15.07	-0.002898678875761229
15.08	-0.0034495779128587145
15.09	-0.004178890252894307
15.1	-0.005079564107079548
15.11	-0.006150367869912632
15.12	-0.00738730815530797
15.13	-0.008780608298792014
15.14	-0.01032220993695887
15.15	-0.011989120905528727
15.16	-0.013744265129962407
15.17	-0.015557571909226908
15.18	-0.01739666880834978
15.19	-0.01922760838477089
15.2	-0.021006825964259734
15.21	-0.02270379468935424
15.22	-0.024288971747254418
15.23	-0.025736637618374303
15.24	-0.027025883499657732
15.25	-0.028126981021893926
15.26	-0.029034848459981277
15.27	-0.02975876920954068
15.28	-0.03030519566980383
15.29	-0.030687090407014228
15.3	-0.030920855040971418
15.31	-0.031024204900560237
15.32	-0.031043066871038527
15.33	-0.031010333553232683
15.34	-0.030960570099174967
15.35	-0.030928778745064056
15.36	-0.03095733369114495
15.37	-0.031077881820066877
15.38	-0.031314885056080044
15.39	-0.03168923654401268
15.4	-0.032216170478352235
15.41	-0.03291079399871666
15.42	-0.0337810908290026
15.43	-0.0348033841233194
15.44	-0.03596183220694915
15.45	-0.03723400039688507
15.46	-0.03859158019162057
15.47	-0.040003285096213204
15.48	-0.0414216178993585
15.49	-0.04280616920161939
15.5	-0.044116807907569
15.51	-0.04531463680234793
15.52	-0.04635199552138414
15.53	-0.047190030479968725
15.54	-0.04781463484792825
15.55	-0.04820740166359461
15.56	-0.04835707845448822
15.57	-0.04825911117667048
15.58	-0.04789008707925735
15.59	-0.04729706934165612
15.6	-0.04650236207809699
15.61	-0.045534864679485976
15.62	-0.04442866926467104
15.63	-0.043217521855991925
15.64	-0.041952155597035024
15.65	-0.04067964082039344
15.66	-0.03944072704470836
15.67	-0.03827382210211294
15.68	-0.03721620373745582
15.69	-0.03631072766984389
15.7	-0.03556440609088618
15.71	-0.03498861144800336
15.72	-0.03458627977906126
15.73	-0.0343517660565934
15.74	-0.03428449481674356
15.75	-0.03434681549662233
15.76	-0.034502627836523914
15.77	-0.0347149824444033
15.78	-0.03494292130423826
15.79	-0.03513901357211613
15.8	-0.03524869321026769
15.81	-0.035232204220872476
15.82	-0.03505023212520075
15.83	-0.03466833267986169
15.84	-0.03405904501994028
15.85	-0.03317072781017649
15.86	-0.032021427193775764
15.87	-0.030616396877892527
15.88	-0.028968350846307667
15.89	-0.02709981632161429
15.9	-0.025033441979870452
15.91	-0.022818546297910247
15.92	-0.02051842005372484
15.93	-0.018189180210868128
15.94	-0.015890655898464612
15.95	-0.013685793355331821
15.96	-0.011661661438706616
15.97	-0.00986269628476144
15.98	-0.008341155910982945
15.99	-0.007142411822015138
16.0	-0.006302964445909165
16.01	-0.0058841402079068406
16.02	-0.005886836656890493
16.03	-0.006292262335794829
16.04	-0.007088398978057464
16.05	-0.00825151974915772
16.06	-0.009755143774527575
16.07	-0.011568634817346712
16.08	-0.013601918775510535
16.09	-0.015793160729954847
16.1	-0.018076310174185872
16.11	-0.020383240426426585
16.12	-0.022634343118621558
16.13	-0.024759299046992922
16.14	-0.026700154414727173
16.15	-0.028404468428739116
16.16	-0.029828283920399712
16.17	-0.030920996813340373
16.18	-0.0316452143311754
16.19	-0.0320199469276099
16.2	-0.032048424128993336
16.21	-0.03174476634153467
16.22	-0.03113345240298071
16.23	-0.03021821023078186
16.24	-0.029078826497246024
16.25	-0.027765678125137527
16.26	-0.026330345176873382
16.27	-0.024825441376163826
16.28	-0.02330510797071028
16.29	-0.021826209479861247
16.3	-0.02043163710417928
16.31	-0.019156825968581814
16.32	-0.01802901770974652
16.33	-0.017068524352037873
16.34	-0.01630269798967554
16.35	-0.01570670985134881
16.36	-0.015266862826304406
16.37	-0.01496087589906081
16.38	-0.014758980691457646
16.39	-0.014627729348837826
16.4	-0.014517210238981337
16.41	-0.014381561757837447
16.42	-0.014177887336669581
16.43	-0.013865435436212104
16.44	-0.013401675110960243
16.45	-0.012739859130338704
16.46	-0.011874833602942392
16.47	-0.01079485895397081
16.48	-0.00949802784730136
16.49	-0.007992702362788595
16.5	-0.00627962295582396
16.51	-0.004409307449667832
16.52	-0.0024265756093071467
16.53	-0.0003790432339214611
16.54	0.0016799591041716244
16.55	0.00368750004496321
16.56	0.005571434759739979
16.57	0.00727810526377648
16.58	0.008752600228786322
16.59	0.009945343381492
16.6	0.010814189743042935
16.61	0.011276498954500891
16.62	0.011354749880273296
16.63	0.01104314587265609
16.64	0.010346764558758048
16.65	0.009282902162522921
16.66	0.007859099368582978
16.67	0.006128426305858969
16.68	0.004164605051799608
16.69	0.002028333069733046
16.7	-0.0002141038772107695
16.71	-0.0024923011885984447
16.72	-0.004722125057417648
16.73	-0.006832451982456966
16.74	-0.00875945020278901
16.75	-0.010446103826202036
16.76	-0.011844188078610651
16.77	-0.012883088741782123
16.78	-0.013552297523566015
16.79	-0.013856268089416646
16.8	-0.013798889604827336
16.81	-0.013396982716806671
16.82	-0.012669829692271928
16.83	-0.011648214050619221
16.84	-0.010415277711939841
16.85	-0.009030686392172749
16.86	-0.007559003613504922
16.87	-0.006067277916628422
16.88	-0.004635262062666623
16.89	-0.003330427004843761
16.9	-0.0022093029629013383
16.91	-0.0013217705981398709
16.92	-0.0007081634185275298
16.93	-0.00041568184425866406
16.94	-0.0004694498851434137
16.95	-0.0008453053562011981
16.96	-0.0015307447627614934
16.97	-0.002500737621446758
16.98	-0.0037188911755172693
16.99	-0.005158606252139153
17.0	-0.006730952393372958
17.01	-0.008373303151887557
17.02	-0.01002011117925694
17.03	-0.01160514999657869
17.04	-0.01304960468977423
17.05	-0.01428660955965766
17.06	-0.015272791854481493
17.07	-0.015965970741432356
17.08	-0.01633477897834834
17.09	-0.01635279958509872
17.1	-0.015979954499310778
17.11	-0.015266115341959985
17.12	-0.014233599884454828
17.13	-0.01291615247885658
17.14	-0.011357864239855187
17.15	-0.009599027502042001
17.16	-0.007719623636279649
17.17	-0.005791161129049316
17.18	-0.0038793927875375722
17.19	-0.002048741607906912
17.2	-0.00036777756148476115
17.21	0.0010905593642638323
17.22	0.0022971762977253007
17.23	0.00321871162935361
17.24	0.0038336542654227035
17.25	0.004132762730429951
17.26	0.004084782599441894
17.27	0.003741464253251614
17.28	0.003139921793898992
17.29	0.0023221910857720296
17.3	0.0013391132995419497
17.31	0.0002458296335237087
17.32	-0.000884916123938595
17.33	-0.0019811161808027666
17.34	-0.0029792897287692632
17.35	-0.0038195761034167663
17.36	-0.004447433992062266
17.37	-0.004778702713604366
17.38	-0.00481047046596661
17.39	-0.004522121771475485
17.4	-0.003905739066814018
17.41	-0.0029665188510670237
17.42	-0.001700868775327935
17.43	-0.0001544586752817434
17.44	0.0016105328680495745
17.45	0.0035390563871664504
17.46	0.005568487597296556
17.47	0.0076301158149514325
17.48	0.009639293546215288
17.49	0.011523086895650847
17.5	0.013214123181140236
17.51	0.014650266972003001
17.52	0.015777299319373883
17.53	0.016512198340166595
17.54	0.016842792202282242
17.55	0.016765236060128474
17.56	0.016276845838787413
17.57	0.015388376118805835
17.58	0.014109559727203402
17.59	0.012467741488639605
17.6	0.010547827270726229
17.61	0.008409181080134331
17.62	0.006117920719012071
17.63	0.003744198314936442
17.64	0.0013672653538248092
17.65	-0.0009325287226031875
17.66	-0.0030887837765540826
17.67	-0.005041575639190055
17.68	-0.006739459212584564
17.69	-0.008120583534059644
17.7	-0.009149417566772788
17.71	-0.009834350456871865
17.72	-0.01017510658626608
17.73	-0.010184136595373983
17.74	-0.00988427805165737
17.75	-0.009283881044511721
17.76	-0.0084691115270773
17.77	-0.00749462782976118
17.78	-0.006419531542277701
17.79	-0.005305490143727054
17.8	-0.004221101471083677
17.81	-0.0032335144353579093
17.82	-0.00239375862226876
17.83	-0.001747061153929197
17.84	-0.00132961233462503
17.85	-0.0011742499127446182
17.86	-0.0013180799837229085
17.87	-0.0017317960363109064
17.88	-0.002402562416247367
17.89	-0.003306415272942842
17.9	-0.004409288162773195
17.91	-0.0056793669082313425
17.92	-0.007047565202983441
17.93	-0.00845343526645681
17.94	-0.009838911813483842
17.95	-0.0111465548311106
17.96	-0.012312669534879306
17.97	-0.013272051850204303
17.98	-0.013996246239196597
17.99	-0.014453187132367873
18.0	-0.01462106985501721
18.01	-0.014489145844490348
18.02	-0.014022816244135039
18.03	-0.013272306352489105
18.04	-0.01226776981630795
18.05	-0.011046092641300631
18.06	-0.009652666749893402
18.07	-0.008135470396004929
18.08	-0.0065619934543887926
18.09	-0.004999680944321128
18.1	-0.003507982954405575
18.11	-0.0021436193115523805
18.12	-0.0009605796720546511
18.13	-3.493896199868729e-05
18.14	0.0006236449430161439
18.15	0.000992168055213405
18.16	0.0010589279956206843
18.17	0.0008239530756823932
18.18	0.00027600330098664916
18.19	-0.00054479384707673
18.2	-0.001587817541304437
18.21	-0.0028074831254405463
18.22	-0.004151148376946745
18.23	-0.005561011917788239
18.24	-0.006967443367382642
18.25	-0.008303351850829754
18.26	-0.009509843873478974
18.27	-0.010532657693600012
18.28	-0.011323847504851825
18.29	-0.01181175569553583
18.3	-0.011986417043840847
18.31	-0.011840097760399404
18.32	-0.011369424234976222
18.33	-0.010582434333556878
18.34	-0.009485677700007633
18.35	-0.00810678268774423
18.36	-0.00651327680915359
18.37	-0.00475528808876946
18.38	-0.002888485318943923
18.39	-0.0009720976211403665
18.4	0.0009246232805438792
18.41	0.0027371545721971424
18.42	0.0044106461974134925
18.43	0.005895968007893715
18.44	0.007151595790108489
18.45	0.008125206916801186
18.46	0.00879400770916594
18.47	0.009167552282693947
18.48	0.009249426385779191
18.49	0.00905427273555559
18.5	0.008604422368752584
18.51	0.007916402165917491
18.52	0.0070647554793981104
18.53	0.006099623792509612
18.54	0.005074850023527366
18.55	0.004045868905884653
18.56	0.0030770256915921834
18.57	0.0022253686239638304
18.58	0.0015341118326179792
18.59	0.0010421180159245758
18.6	0.0007798642545061574
18.61	0.000777008451430139
18.62	0.0010624498676160554
18.63	0.0016071875744685382
18.64	0.00239781709056075
18.65	0.0034111932671857526
18.66	0.004615403174728194
18.67	0.005982864123585951
18.68	0.00744843024444708
18.69	0.008958354584869821
18.7	0.010461049016398771
18.71	0.011905485484207223
18.72	0.013235088943867712
18.73	0.014395169262904628
18.74	0.015359341815398997
18.75	0.01609995480980253
18.76	0.016598178620583992
18.77	0.01684506004028785
18.78	0.016810193166086784
18.79	0.016539245180001938
18.8	0.01605605023498391
18.81	0.015391604558468663
18.82	0.01458381094886707
18.83	0.013672024384116632
18.84	0.012712553094295864
18.85	0.011759654101510586
18.86	0.010860976491170127
18.87	0.010061381094263133
18.88	0.009404030774044947
18.89	0.00894471864874169
18.9	0.00869003897501841
18.91	0.008655275026683174
18.92	0.00884633359991105
18.93	0.009259544651884055
18.94	0.009899332674821126
18.95	0.010727895429517909
18.96	0.011704517982944362
18.97	0.012790753799001409
18.98	0.013943448246257928
18.99	0.015115368849034194
19.0	0.016250353859855626
19.01	0.017301383664909742
19.02	0.0182258911506753
19.03	0.01898644451679632
19.04	0.019551923756343292
19.05	0.019872796941941773
19.06	0.019954968051735467
19.07	0.01980107556667221
19.08	0.01941884159915308
19.09	0.018825367970784157
19.1	0.018037932514950894
19.11	0.017093861647941244
19.12	0.016049173044338727
19.13	0.01495019361183847
19.14	0.013845852107072565
19.15	0.01278579200981178
19.16	0.011836840375128554
19.17	0.011035628775912909
19.18	0.010420423840095228
19.19	0.010022506951472221
19.2	0.009864836788378128
19.21	0.00998086823428812
19.22	0.01036827948277852
19.23	0.011002596294549027
19.24	0.011864333926940418
19.25	0.012924783997471656
19.26	0.014149272755265008
19.27	0.015498247693368161
19.28	0.016903496080952096
19.29	0.018311768258812755
19.3	0.019668932675684703
19.31	0.020921933717222507
19.32	0.022001582048128965
19.33	0.02286663431506053
19.34	0.02348736860905054
19.35	0.02383628505509483
19.36	0.023895623411248845
19.37	0.023645919497751855
19.38	0.02307596076956686
19.39	0.02223061733534437
19.4	0.02113617529193601
19.41	0.019827621184085653
19.42	0.01834764736931649
19.43	0.016736428981316664
19.44	0.015066081466375114
19.45	0.013393997072733588
19.46	0.011775095871454977
19.47	0.01026198795579314
19.48	0.008914955617198905
19.49	0.007785416603142359
19.5	0.006893722149467374
19.51	0.006263347691159993
19.52	0.005908082566666417
19.53	0.0058323586542397
19.54	0.00606289184294706
19.55	0.006543783875086473
19.56	0.007247285167525153
19.57	0.008138136205949165
19.58	0.009174964279075493
19.59	0.01031597171775711
19.6	0.011501941514408531
19.61	0.012678623159181335
19.62	0.013798574518536832
19.63	0.014817846778642951
19.64	0.0156936133930351
19.65	0.01637472339960022
19.66	0.016855512679616713
19.67	0.01712269075053363
19.68	0.01717205352462492
19.69	0.017008501331184034
19.7	0.01662797705411545
19.71	0.016069997079277476
19.72	0.015372233206170538
19.73	0.01457096162467919
19.74	0.01370632022362872
19.75	0.012821697906683305
19.76	0.01196757568882556
19.77	0.01118581910721328
19.78	0.010513552248170521
19.79	0.009982869880057144
19.8	0.009619549204369138
19.81	0.00946579028445338
19.82	0.00951160008155405
19.83	0.009753629838268218
19.84	0.01018278004999984
19.85	0.010781959310748102
19.86	0.011533995197526958
19.87	0.01240287449590538
19.88	0.013341592005614356
19.89	0.01431028531667422
19.9	0.015267748970015926
19.91	0.01617255547776375
19.92	0.016969982584357224
19.93	0.017634085512472586
19.94	0.018136705782091367
19.95	0.018456413531401372
19.96	0.018579389296407456
19.97	0.018483392953835387
19.98	0.018179998604105463
19.99	0.01769350809827419
20.0	0.017045659493239884
20.01	0.016265176972254936
20.02	0.01538518682735679
20.03	0.014446269330593453
20.04	0.013500972576058423
20.05	0.012592709061821306
20.06	0.011763879640548813
20.07	0.011054199494322958
20.08	0.010518261835818832
20.09	0.010177067078153246
20.1	0.010045884109368242
20.11	0.010136692207332154
20.12	0.010452699521358855
20.13	0.0109976504935827
20.14	0.01176164853251127
20.15	0.012699906303792807
20.16	0.013779673003918358
20.17	0.014962124750496297
20.18	0.016203807116806912
20.19	0.017453994765136316
20.2	0.01865791410459028
20.21	0.01976881154868071
20.22	0.020742898005357335
20.23	0.02154092417128428
20.24	0.022113903445048155
20.25	0.022432546049330426
20.26	0.022496596232376986
20.27	0.022300456131850166
20.28	0.021847902182544288
20.29	0.021149941698596963
20.3	0.02020699716040475
20.31	0.019081423515970086
20.32	0.017811991354567458
20.33	0.01644257522750303
20.34	0.015020493441478933
20.35	0.013598838986322415
20.36	0.012234014507051638
20.37	0.010971943281117058
20.38	0.009854540946487078
20.39	0.008918038717386723
20.4	0.008198570323442733
20.41	0.007736592787979224
20.42	0.007519179397937781
20.43	0.007546697189807383
20.44	0.007810407264335351
20.45	0.00829294868347108
20.46	0.00898615668406777
20.47	0.009836752504390422
20.48	0.010800168165876367
20.49	0.011833456273889209
20.5	0.01289182568308056
20.51	0.01392708103137097
20.52	0.014887111826204502
20.53	0.01573557631360989
20.54	0.01643912532133629
20.55	0.016970973599669703
20.56	0.017311857940557007
20.57	0.01742473261098365
20.58	0.017333114236759428
20.59	0.01704738027773811
20.6	0.016584574358182835
20.61	0.015969153728196073
20.62	0.015226045670296284
20.63	0.014398908404088528
20.64	0.013535660684293349
20.65	0.012678165746532688
20.66	0.01186806869311885
20.67	0.011146777447009093
20.68	0.010568375720661716
20.69	0.010150809726619192
20.7	0.009916864302409456
20.71	0.009881967342057707
20.72	0.010053380928906064
20.73	0.010447721316942493
20.74	0.011042954095534352
20.75	0.011810048467632006
20.76	0.012722101886566084
20.77	0.013746250956669481
20.78	0.014845976756165502
20.79	0.0159764041342364
20.8	0.01708823217083144
20.81	0.01813971202041309
20.82	0.019091430533576537
20.83	0.019907852044066532
20.84	0.020537807672461494
20.85	0.020970356311257654
20.86	0.02119580621007333
20.87	0.021208671597255924
20.88	0.021011944889415157
20.89	0.020607541102160676
20.9	0.02001431654855479
20.91	0.01927682569178857
20.92	0.01842945597345136
20.93	0.01751105246529827
20.94	0.016563367960472197
20.95	0.01563678528866863
20.96	0.014776421174804932
20.97	0.014021732984978774
20.98	0.01340804668847051
20.99	0.012965146752541457
21.0	0.012731533416604601
21.01	0.01272124791201601
21.02	0.012926663827521723
21.03	0.013343625798833414
21.04	0.013959576666965567
21.05	0.014756460487651224
21.06	0.01571730582518549
21.07	0.016786167584154188
21.08	0.01792354582633371
21.09	0.019087249213108892
21.1	0.02023408876605559
21.11	0.021312181998265123
21.12	0.022279341527479457
21.13	0.023103652730319446
21.14	0.023756400089118057
21.15	0.024215853641498253
21.16	0.024460356370567093
21.17	0.024471904235349395
21.18	0.024276933861439143
21.19	0.02388979042271233
21.2	0.02333266750573182
21.21	0.022634755650673632
21.22	0.02182355066589914
21.23	0.020954034483375517
21.24	0.020071167615514307
21.25	0.019218391638325505
21.26	0.018437978256053866
21.27	0.017777801694411455
21.28	0.01728081561819428
21.29	0.016964625340512574
21.3	0.016848540906120313
21.31	0.016943532970902897
21.32	0.01725171467954134
21.33	0.017791798576229367
21.34	0.01851668593005451
21.35	0.01939967058816261
21.36	0.02040703417053369
21.37	0.02149917255464595
21.38	0.022631540369989822
21.39	0.023748635587442002
21.4	0.02480099640448241
21.41	0.025742736806191213
21.42	0.02653129896601003
21.43	0.02712480863906297
21.44	0.027467996005559603
21.45	0.02756322319881299
21.46	0.027399273688964887
21.47	0.026974625281586007
21.48	0.026297615907578842
21.49	0.025365962202858916
21.5	0.02422639356506684
21.51	0.02292509480113558
21.52	0.021506134411103717
21.53	0.020018460068662702
21.54	0.018515810284522538
21.55	0.017061913187673028
21.56	0.01570948956632312
21.57	0.014507274742552534
21.58	0.013498918531856474
21.59	0.01272134356149035
21.6	0.012236172635669118
21.61	0.01203722098567328
21.62	0.012126224908025507
21.63	0.012499168829799623
