Chemical shift / ppm;Intensity / arb.unit.
-0.021755465591219;0.518736696571013
-0.021445208067621;0.560801667854985
-0.0211349505440229;0.560801667854985
-0.0208246930204249;0.599958922229927
-0.0205144354968268;0.635820764107968
-0.0202041779732287;0.651328587622797
-0.0198939204496307;0.646676240568348
-0.0195836629260326;0.640279263368481
-0.0192734054024345;0.660051738349888
-0.0189631478788365;0.706962904482244
-0.0186528903552384;0.760852591196273
-0.0183426328316404;0.819200777170815
-0.0180323753080423;0.872315072709103
-0.0177221177844442;0.919420086635394
-0.0174118602608462;0.966912796149557
-0.0171016027372481;1.02700561226952
-0.01679134521365;1.10512627322547
-0.016481087690052;1.19545934519934
-0.0161708301664539;1.2972294370154
-0.0158605726428559;1.40694728838282
-0.0155503151192578;1.52577598606519
-0.0152400575956597;1.64499237933543
-0.0149298000720617;1.76459646819355
-0.0146195425484636;1.90377918423913
-0.0143092850248656;2.07979298113244
-0.0139990275012675;2.30465642209745
-0.0136887699776694;2.61326211004254
-0.0133785124540714;2.61326211004254
-0.0130682549304733;3.06240744859076
-0.0127579974068753;3.70695136342582
-0.0124477398832772;4.58954036921349
-0.0121374823596791;5.56207475138717
-0.0118272248360811;6.1428427420175
-0.011516967312483;5.97555209585129
-0.011206709788885;5.32267272587701
-0.0108964522652869;4.68200576692066
-0.0105861947416888;4.2419712746874
-0.0102759372180908;3.95313806172372
-0.00996567969449272;3.75328098617637
-0.00965542217089466;3.62262757306394
-0.00934516464729659;3.57823642825274
-0.00903490712369853;3.63580922305154
-0.00872464960010047;3.77305346115777
-0.00841439207650241;3.95391345289946
-0.00810413455290435;4.17858304607054
-0.00779387702930629;4.43543137303488
-0.00748361950570823;4.70546134998684
-0.00717336198211017;4.70546134998684
-0.00686310445851211;4.98867297692639
-0.00655284693491405;5.29417710016851
-0.00624258941131599;5.65298936674286
-0.00593233188771793;6.12578413615119
-0.00562207436411987;6.76606339951967
-0.00531181684052181;7.61143362887176
-0.00500155931692375;8.66228251979532
-0.00469130179332569;9.87189275395195
-0.00438104426972763;11.1842423188943
-0.00407078674612957;12.5749063925866
-0.00376052922253151;14.0793591213189
-0.00345027169893345;15.8371709167247
-0.00314001417533539;18.0805714359385
-0.00282975665173733;21.1712806624439
-0.00251949912813927;25.6644786780715
-0.00220924160454121;32.4916041326808
-0.00189898408094315;32.4916041326808
-0.00158872655734509;43.2480243703598
-0.00127846903374703;60.4671362100496
-0.000968211510148965;87.025253218163
-0.000657953986550905;123.25288588336
-0.000347696462952844;158.582421719254
-3.74389393547841E-05;170.860353291532
0.000272818584243276;151.544971408225
0.000583076107841337;117.504717249795
0.000893333631439397;86.815509905125
0.00120359115503746;64.0182339471514
0.00151384867863552;47.6030089089115
0.00182410620223358;35.834509339096
0.00213436372583164;27.624086026964
0.0024446212494297;22.0622051233708
0.00275487877302776;18.2366189100565
0.00306513629662582;15.440364482539
0.00337539382022388;13.2184810684519
0.00368565134382194;11.3331174246367
0.00399590886742;9.68327885045285
0.00430616639101806;8.25210058782811
0.00461642391461612;7.03938878896852
0.00492668143821418;6.02207556639577
0.00523693896181224;5.16584986058331
0.0055471964854103;4.43077902598044
0.00585745400900836;3.8077522162722
0.00616771153260642;3.29967714836763
0.00647796905620448;2.9036461053577
0.00678822657980254;2.59756043873377
0.0070984841034006;2.37230930218089
0.00740874162699866;2.21800645820835
0.00771899915059672;2.10576858551977
0.00802925667419478;2.01252779663687
0.00833951419779284;1.93014248421434
0.0086497717213909;1.85958188722187
0.00896002924498896;1.8301170225437
0.00927028676858703;1.90707459673603
0.00958054429218509;2.17187068325173
0.00989080181578315;2.69370894452571
0.0102010593393812;3.49061722539396
0.0105113168629793;4.35789225546074
0.0108215743865773;4.76400338375531
0.0111318319101754;4.37340007897557
0.0114420894337734;3.4886787474546
0.0117523469573715;2.62043447841814
0.0120626044809696;1.96484123932877
0.0123728620045676;1.49980038167785
0.0126831195281657;1.16541293713936
0.0129933770517637;0.918450847665718
0.0133036345753618;0.747670941208669
0.0136138920989599;0.631943808229261
0.0139241496225579;0.553241603891507
0.014234407146156;0.50342272085012
0.0145446646697541;0.468723965735691
0.0148549221933521;0.43828986208784
0.0151651797169502;0.413283496670179
0.0154754372405482;0.381492458464781
0.0157856947641463;0.352609137168413
0.0160959522877444;0.325082750429592
0.0164062098113424;0.29639327692716
0.0167164673349405;0.273713085036723
0.0170267248585385;0.267316107836856
0.0173369823821366;0.276814649739689
0.0176472399057347;0.28011006223659
0.0179574974293327;0.273325389448852
0.0182677549529308;0.254522153437123
0.0185780124765289;0.224088049789272
0.0188882700001269;0.18783851232336
0.019198527523725;0.150232040299901
0.019508785047323;0.120573327827792
0.0198190425709211;0.111656329306765
0.0201293000945192;0.110687090337088
0.0204395576181172;0.105840895488704
0.0207498151417153;0.104483960931157
0.0210600726653133;0.101963939609997
0.0213703301889114;0.0856807249194274
0.0216805877125095;0.0546650778897704
0.0219908452361075;0.0104677808725092
0.0223011027597056;-0.0329541249690106
0.0226113602833037;-0.0717236837560818
0.0229216178069017;-0.096342353585872
0.0232318753304998;-0.101770091816062
0.0235421328540978;-0.0980869837312902
0.0238523903776959;-0.0953731146161952
0.024162647901294;-0.0926592455011003
0.024472905424892;-0.0850991815376214
0.0247831629484901;-0.07889605213169
0.0250934204720882;-0.07889605213169
0.0254036779956862;-0.0657144021440857
0.0257139355192843;-0.0432280580475844
0.0260241930428823;-0.0294648646781741
0.0263344505664804;-0.0314033426175277
0.0266447080900785;-0.0443911448111966
0.0269549656136765;-0.0583481859745422
0.0272652231372746;-0.0690098146409868
0.0275754806608726;-0.0560220124473179
0.0278857381844707;-0.0211294095389538
0.0281959957080688;0.00465234705444855
0.0285062532316668;0.0137631933694103
0.0288165107552649;0.0193847793935356
0.029126768278863;0.0308217992357216
0.029437025802461;0.0383818631992005
0.0297472833260591;0.0449726881930026
0.0300575408496571;0.0453603837808733
0.0303677983732552;0.0403203411385541
0.0306780558968533;0.0327602771750752
0.0309883134204513;0.0207417139510831
0.0312985709440494;0.00911084631496174
0.0316088284676475;0.00368310808477177
0.0319190859912455;0.00232617352722427
0.0322293435148436;0.000581543381806068
0.0325396010384416;-0.0178339970420528
0.0328498585620397;-0.0389634065810066
0.0331601160856378;-0.047880405102033
0.0334703736092358;-0.0507881220110633
0.0337806311328339;-0.0583481859745422
0.034090888656432;-0.0643574675865383
0.03440114618003;-0.0666836411137625
0.0347114037036281;-0.0715298359621464
0.0350216612272261;-0.0757944874287243
0.0353319187508242;-0.0858745727133628
0.0356421762744223;-0.0988623749070316
0.0359524337980203;-0.104871656519028
0.0362626913216184;-0.0992500704949024
0.0365729488452164;-0.090333071973876
0.0368832063688145;-0.0862622683012335
0.0371934638924126;-0.0916900065314235
0.0375037214160106;-0.0953731146161952
0.0378139789396087;-0.0878130506527163
0.0381242364632068;-0.0825791602164617
0.0384344939868048;-0.0928530932950356
0.0387447515104029;-0.111850177100701
0.0390550090340009;-0.12231795797321
0.039365266557599;-0.126001066057982
0.0396755240811971;-0.131816499876042
0.0399857816047951;-0.138407324869844
0.0402960391283932;-0.143641215306099
0.0406062966519913;-0.142478128542487
0.0409165541755893;-0.138407324869844
0.0412268116991874;-0.130265717524559
0.0415370692227854;-0.114176350627925
0.0418473267463835;-0.105065504312963
0.0421575842699816;-0.102933178579674
0.0424678417935796;-0.0996377660827731
0.0427780993171777;-0.0976992881434195
0.0430883568407758;-0.0982808315252256
0.0433986143643738;-0.0982808315252256
0.0437088718879719;-0.093046941088971
0.0440191294115699;-0.0880068984466517
0.044329386935168;-0.0905269197678113
0.0446396444587661;-0.0959546579980013
0.0449499019823641;-0.087619202858781
0.0452601595059622;-0.0765698786044657
0.0455704170295602;-0.0792837477195607
0.0458806745531583;-0.0816099212467849
0.0461909320767564;-0.082191464628591
0.0465011896003544;-0.0872315072709103
0.0468114471239525;-0.0967300491737427
0.0471217046475506;-0.100800852846385
0.0474319621711486;-0.104096265343286
0.0477422196947467;-0.103708569755416
0.0480524772183447;-0.100219309464579
0.0483627347419428;-0.100219309464579
0.0486729922655409;-0.106422438870511
0.0489832497891389;-0.111656329306765
0.049293507312737;-0.110105546955282
0.0496037648363351;-0.107973221221993
0.0499140223599331;-0.105840895488704
0.0502242798835312;-0.105840895488704
0.0505345374071292;-0.100800852846385
0.0508447949307273;-0.0918838543253588
0.0511550524543254;-0.090333071973876
0.0514653099779234;-0.0852930293315567
0.0517755675015215;-0.0814160734528496
0.0520858250251196;-0.0843237903618799
0.0523960825487176;-0.0893638330041992
0.0527063400723157;-0.0905269197678113
0.0530165975959137;-0.0878130506527163
0.0533268551195118;-0.0864561160951688
0.0536371126431099;-0.0897515285920699
0.0539473701667079;-0.0992500704949024
0.054257627690306;-0.107197830046252
0.054567885213904;-0.105647047694769
0.0548781427375021;-0.100219309464579
0.0551884002611002;-0.100219309464579
0.0554986577846982;-0.103127026373609
0.0558089153082963;-0.104290113137222
0.0561191728318944;-0.0973115925555488
0.0564294303554924;-0.0889761374163285
0.0567396878790905;-0.0872315072709103
0.0570499454026885;-0.0971177447616134
0.0573602029262866;-0.108360916809864
0.0576704604498847;-0.105840895488704
0.0579807179734827;-0.100025461670644
0.0582909754970808;-0.104483960931157
0.0586012330206789;-0.109911699161347
0.0589114905442769;-0.114951741803666
0.059221748067875;-0.121736414591404
0.059532005591473;-0.116502524155149
0.0598422631150711;-0.105840895488704
0.0601525206386692;-0.108360916809864
0.0604627781622672;-0.119022545476309
0.0607730356858653;-0.134142673403266
0.0610832932094633;-0.154108996178608
0.0613935507330614;-0.165546016020794
0.0617038082566595;-0.162832146905699
0.0620140657802575;-0.15236436603319
0.0623243233038556;-0.138213477075909
0.0626345808274537;-0.130847260906365
0.0629448383510517;-0.126970305027658
0.0632550958746498;-0.125031827088305
0.0635653533982478;-0.123287196942887
0.0638756109218459;-0.114951741803666
0.064185868445444;-0.0965362013798074
0.064496125969042;-0.0754067918408535
0.0648063834926401;-0.0595112727381543
0.0651166410162382;-0.0352802984962348
0.0654268985398362;0.0079477595513496
0.0657371560634343;0.0643574675865383
0.0660474135870323;0.0806406822771082
0.0663576711106304;0.0188032360117295
0.0666679286342285;-0.0573789470048654
0.0669781861578265;-0.101770091816062
0.0672884436814246;-0.121542566797468
0.0675987012050227;-0.123481044736822
0.0679089587286207;-0.113013263864313
0.0682192162522188;-0.100413157258514
0.0685294737758168;-0.0914961587374881
0.0688397312994149;-0.090914615355682
0.069149988823013;-0.101576244022127
0.069460246346611;-0.112431720482507
0.0697705038702091;-0.129878021936689
0.0700807613938071;-0.142671976336422
0.0703910189174052;-0.137825781488038
0.0707012764410033;-0.13317343443359
0.0710115339646013;-0.134918064579008
0.0713217914881994;-0.13356113002146
0.0716320490117975;-0.120767175621727
0.0719423065353955;-0.113400959452183
0.0722525640589936;-0.12270565356108
0.0725628215825916;-0.124062588118628
0.0728730791061897;-0.118053306506632
0.0731833366297878;-0.116502524155149
0.0734935941533858;-0.112625568276442
0.0738038516769839;-0.108748612397735
0.074114109200582;-0.107973221221993
0.07442436672418;-0.112044024894636
0.0747346242477781;-0.114951741803666
0.0750448817713761;-0.113013263864313
0.0753551392949742;-0.109717851367412
0.0756653968185723;-0.108554764603799
0.0759756543421703;-0.108748612397735
0.0762859118657684;-0.109136307985606
0.0765961693893665;-0.113400959452183
0.0769064269129645;-0.119216393270244
0.0772166844365626;-0.125613370470111
0.0775269419601606;-0.131428804288171
0.0778371994837587;-0.135887303548685
0.0781474570073568;-0.134918064579008
0.0784577145309548;-0.125613370470111
0.0787679720545529;-0.113013263864313
0.0790782295781509;-0.109717851367412
0.079388487101749;-0.113207111658248
0.0796987446253471;-0.116696371949084
0.0800090021489451;-0.109330155779541
0.0803192596725432;-0.105259352106898
0.0806295171961413;-0.106616286664446
0.0809397747197393;-0.112237872688571
0.0812500322433374;-0.122124110179274
0.0815602897669354;-0.129490326348818
0.0818705472905335;-0.129296478554883
0.0821808048141316;-0.12522567488224
0.0824910623377296;-0.127164152821594
0.0828013198613277;-0.127939543997335
0.0831115773849258;-0.135887303548685
0.0834218349085238;-0.140151955015263
0.0837320924321219;-0.125031827088305
0.0840423499557199;-0.112431720482507
0.084352607479318;-0.113013263864313
0.0846628650029161;-0.118634849888438
0.0849731225265141;-0.12522567488224
0.0852833800501122;-0.13065341311243
0.0855936375737103;-0.13065341311243
0.0859038950973083;-0.131234956494236
0.0862141526209064;-0.137050390312297
0.0865244101445044;-0.143447367512164
0.0868346676681025;-0.151976670445319
0.0871449251917006;-0.156047474117962
0.0874551827152986;-0.14945664912416
0.0877654402388967;-0.14150888957281
0.0880756977624947;-0.131622652082107
0.0883859552860928;-0.125031827088305
0.0886962128096909;-0.12231795797321
0.0890064703332889;-0.127551848409464
0.089316727856887;-0.131428804288171
0.0896269853804851;-0.129878021936689
0.0899372429040831;-0.12813339179127
0.0902475004276812;-0.132204195463913
0.0905577579512792;-0.140927346191004
0.0908680154748773;-0.14150888957281
0.0911782729984754;-0.138795020457715
0.0914885305220734;-0.137050390312297
0.0917987880456715;-0.12813339179127
0.0921090455692696;-0.118441002094503
0.0924193030928676;-0.11437019842186
0.0927295606164657;-0.112819416070377
0.0930398181400637;-0.11146248151283
0.0933500756636618;-0.118053306506632
0.0936603331872599;-0.130847260906365
0.0939705907108579;-0.13608115134262
0.094280848234456;-0.13317343443359
0.094591105758054;-0.132591891051784
0.0949013632816521;-0.132785738845719
0.0952116208052502;-0.124644131500434
0.0955218783288482;-0.115145589597602
0.0958321358524463;-0.111074785924959
0.0961423933760444;-0.103320874167545
0.0964526508996424;-0.0994439182888377
0.0967629084232405;-0.103708569755416
0.0970731659468385;-0.115920980773343
0.0973834234704366;-0.128714935173077
0.0976936809940347;-0.132398043257848
0.0980039385176327;-0.137050390312297
0.0983141960412308;-0.142090432954616
0.0986244535648289;-0.149650496918095
0.0989347110884269;-0.151201279269578
0.099244968612025;-0.147712018978741
0.099555226135623;-0.143641215306099
0.0998654836592211;-0.141896585160681
0.100175741182819;-0.146548932215129
0.100485998706417;-0.145773541039388
0.100796256230015;-0.139376563839521
0.101106513753613;-0.135693455754749
0.101416771277211;-0.137050390312297
0.101727028800809;-0.132204195463913
0.102037286324408;-0.122899501355016
0.102347543848006;-0.116308676361214
0.102657801371604;-0.117084067536955
0.102968058895202;-0.124062588118628
0.1032783164188;-0.132398043257848
0.103588573942398;-0.132204195463913
0.103898831465996;-0.129102630760947
0.104209088989594;-0.131816499876042
0.104519346513192;-0.138213477075909
0.10482960403679;-0.135693455754749
0.105139861560388;-0.128714935173077
0.105450119083986;-0.126582609439788
0.105760376607584;-0.142090432954616
0.106070634131182;-0.167872189548018
0.10638089165478;-0.185706186590071
0.106691149178378;-0.186869273353683
0.107001406701977;-0.173493775572144
0.107311664225575;-0.14945664912416
0.107621921749173;-0.125419522676175
0.107932179272771;-0.110493242543153
0.108242436796369;-0.106422438870511
0.108552694319967;-0.112625568276442
0.108862951843565;-0.117084067536955
0.109173209367163;-0.115533285185472
0.109483466890761;-0.117859458712697
0.109793724414359;-0.127551848409464
0.110103981937957;-0.139182716045586
0.110414239461555;-0.142478128542487
0.110724496985153;-0.142671976336422
0.111034754508751;-0.146548932215129
0.111345012032349;-0.149068953536289
0.111655269555947;-0.148487410154483
0.111965527079546;-0.139376563839521
0.112275784603144;-0.131234956494236
0.112586042126742;-0.130071869730624
0.11289629965034;-0.13065341311243
0.113206557173938;-0.124256435912563
0.113516814697536;-0.107973221221993
0.113827072221134;-0.101188548434256
0.114137329744732;-0.116502524155149
0.11444758726833;-0.135693455754749
0.114757844791928;-0.144804302069711
0.115068102315526;-0.151395127063513
0.115378359839124;-0.150232040299901
0.115688617362722;-0.143447367512164
0.11599887488632;-0.135499607960814
0.116309132409918;-0.133948825609331
0.116619389933516;-0.137631933694103
0.116929647457115;-0.142090432954616
0.117239904980713;-0.139570411633456
0.117550162504311;-0.131816499876042
0.117860420027909;-0.121154871209598
0.118170677551507;-0.110493242543153
0.118480935075105;-0.115727132979408
0.118791192598703;-0.123093349148951
0.119101450122301;-0.11979793665205
0.119411707645899;-0.112819416070377
0.119721965169497;-0.110687090337088
0.120032222693095;-0.117471763124826
0.120342480216693;-0.117665610918761
0.120652737740291;-0.10603474328264
0.120962995263889;-0.0971177447616134
0.121273252787487;-0.087619202858781
0.121583510311085;-0.0814160734528496
0.121893767834684;-0.0882007462405871
0.122204025358282;-0.0986685271130963
0.12251428288188;-0.108360916809864
0.122824540405478;-0.125807218264046
0.123134797929076;-0.145385845451517
0.123445055452674;-0.156241321911897
0.123755312976272;-0.152170518239255
0.12406557049987;-0.137631933694103
0.124375828023468;-0.121930262385339
0.124686085547066;-0.116502524155149
0.124996343070664;-0.126194913851917
0.125306600594262;-0.136856542518361
0.12561685811786;-0.150232040299901
0.125927115641458;-0.159149038820927
0.126237373165056;-0.161862907936022
0.126547630688654;-0.155659778530091
0.126857888212253;-0.148487410154483
0.127168145735851;-0.139570411633456
0.127478403259449;-0.130265717524559
0.127788660783047;-0.131816499876042
0.128098918306645;-0.139376563839521
0.128409175830243;-0.141315041778875
0.128719433353841;-0.135887303548685
0.129029690877439;-0.13356113002146
0.129339948401037;-0.124450283706499
0.129650205924635;-0.11727791533089
0.129960463448233;-0.115727132979408
0.130270720971831;-0.11727791533089
0.130580978495429;-0.124644131500434
0.130891236019027;-0.125419522676175
0.131201493542625;-0.117084067536955
0.131511751066223;-0.104096265343286
0.131822008589822;-0.095760810204066
0.13213226611342;-0.0889761374163285
0.132442523637018;-0.0802529866892374
0.132752781160616;-0.0812222256589142
0.133063038684214;-0.0920777021192942
0.133373296207812;-0.0980869837312902
0.13368355373141;-0.0988623749070316
0.133993811255008;-0.101188548434256
0.134304068778606;-0.115339437391537
0.134614326302204;-0.133754977815396
0.134924583825802;-0.146161236627259
0.1352348413494;-0.15236436603319
0.135545098872998;-0.15527208294222
0.135855356396596;-0.152945909414996
0.136165613920194;-0.151395127063513
0.136475871443792;-0.151395127063513
0.13678612896739;-0.154496691766479
0.137096386490989;-0.154496691766479
0.137406644014587;-0.151782822651384
0.137716901538185;-0.147324323390871
